"Stasiun","Tahun","Bulan","Jumlah Ch","Keterangan Ch","Tanggal"
"PATIMUAN","2014","6","7","0","2014/6"
"PATIMUAN","2014","7","16","0","2014/7"
"PATIMUAN","2014","8","1","0","2014/8"
"PATIMUAN","2014","9","","3","2014/9"
"PATIMUAN","2014","10","3","0","2014/10"
"PATIMUAN","2014","11","13","0","2014/11"
"PATIMUAN","2014","12","17","0","2014/12"
"PATIMUAN","2015","1","360","2","2015/1"
"PATIMUAN","2015","2","338","2","2015/2"
"PATIMUAN","2015","3","419","2","2015/3"
"PATIMUAN","2015","4","194","1","2015/4"
"PATIMUAN","2015","5","83","0","2015/5"
"PATIMUAN","2015","6","110","1","2015/6"
"PATIMUAN","2015","7","24","0","2015/7"
"PATIMUAN","2015","8","","3","2015/8"
"PATIMUAN","2015","9","","3","2015/9"
"PATIMUAN","2015","10","","3","2015/10"
"PATIMUAN","2015","11","248","1","2015/11"
"PATIMUAN","2015","12","","3","2015/12"
"PATIMUAN","2016","1","219","1","2016/1"
"PATIMUAN","2016","2","354","2","2016/2"
"PATIMUAN","2016","3","269","1","2016/3"
"PATIMUAN","2016","4","335","2","2016/4"
"PATIMUAN","2016","5","147","1","2016/5"
"PATIMUAN","2016","6","171","1","2016/6"
"PATIMUAN","2016","7","493","2","2016/7"
"PATIMUAN","2016","8","380","2","2016/8"
"PATIMUAN","2016","9","307","2","2016/9"
"PATIMUAN","2016","10","436","2","2016/10"
"PATIMUAN","2016","11","1200","3","2016/11"
"PATIMUAN","2016","12","157","1","2016/12"
"PATIMUAN","2017","1","191","1","2017/1"
"PATIMUAN","2017","2","","3","2017/2"
"PATIMUAN","2017","3","96","0","2017/3"
"PATIMUAN","2017","4","510","3","2017/4"
"PATIMUAN","2017","5","285","1","2017/5"
"PATIMUAN","2017","6","410","2","2017/6"
"PATIMUAN","2017","7","45","0","2017/7"
"PATIMUAN","2017","8","13","0","2017/8"
"PATIMUAN","2017","9","109","1","2017/9"
"PATIMUAN","2017","10","704","3","2017/10"
"PATIMUAN","2017","11","","3","2017/11"
"PATIMUAN","2017","12","","3","2017/12"
"PATIMUAN","2018","1","173","1","2018/1"
"PATIMUAN","2018","2","160","1","2018/2"
"PATIMUAN","2018","3","480","2","2018/3"
"PATIMUAN","2018","4","240","1","2018/4"
"PATIMUAN","2018","5","92","0","2018/5"
"PATIMUAN","2018","6","60","0","2018/6"
"PATIMUAN","2018","7","4","0","2018/7"
"PATIMUAN","2018","8","13","0","2018/8"
"PATIMUAN","2018","9","44","0","2018/9"
"PATIMUAN","2018","10","","3","2018/10"
"PATIMUAN","2018","11","","3","2018/11"
"PATIMUAN","2018","12","","3","2018/12"
"PATIMUAN","2019","1","256","1","2019/1"
"PATIMUAN","2019","2","277","1","2019/2"
"PATIMUAN","2019","3","280","1","2019/3"
"PATIMUAN","2019","4","167","1","2019/4"
"PATIMUAN","2019","5","64","0","2019/5"
"PATIMUAN","2019","6","6","0","2019/6"
"PATIMUAN","2019","7","","3","2019/7"
"PATIMUAN","2019","8","","3","2019/8"
"PATIMUAN","2019","9","","3","2019/9"
"PATIMUAN","2019","10","","3","2019/10"
"PATIMUAN","2019","11","","3","2019/11"
"PATIMUAN","2019","12","","3","2019/12"
"POS HUJAN KAWUNGANTEN","1993","1","487","2","1993/1"
"POS HUJAN KAWUNGANTEN","1993","2","234","1","1993/2"
"POS HUJAN KAWUNGANTEN","1993","3","160","1","1993/3"
"POS HUJAN KAWUNGANTEN","1993","4","298","1","1993/4"
"POS HUJAN KAWUNGANTEN","1993","5","66","0","1993/5"
"POS HUJAN KAWUNGANTEN","1993","6","148","1","1993/6"
"POS HUJAN KAWUNGANTEN","1993","7","0","0","1993/7"
"POS HUJAN KAWUNGANTEN","1993","8","127","1","1993/8"
"POS HUJAN KAWUNGANTEN","1993","9","21","0","1993/9"
"POS HUJAN KAWUNGANTEN","1993","10","7","0","1993/10"
"POS HUJAN KAWUNGANTEN","1993","11","574","3","1993/11"
"POS HUJAN KAWUNGANTEN","1993","12","269","1","1993/12"
"POS HUJAN KAWUNGANTEN","1994","1","388","2","1994/1"
"POS HUJAN KAWUNGANTEN","1994","2","303","2","1994/2"
"POS HUJAN KAWUNGANTEN","1994","3","296","1","1994/3"
"POS HUJAN KAWUNGANTEN","1994","4","","3","1994/4"
"POS HUJAN KAWUNGANTEN","1994","5","","3","1994/5"
"POS HUJAN KAWUNGANTEN","1994","6","","3","1994/6"
"POS HUJAN KAWUNGANTEN","1994","7","","3","1994/7"
"POS HUJAN KAWUNGANTEN","1994","8","","3","1994/8"
"POS HUJAN KAWUNGANTEN","1994","9","","3","1994/9"
"POS HUJAN KAWUNGANTEN","1994","10","","3","1994/10"
"POS HUJAN KAWUNGANTEN","1994","11","195","1","1994/11"
"POS HUJAN KAWUNGANTEN","1994","12","","3","1994/12"
"POS HUJAN KAWUNGANTEN","1995","1","","3","1995/1"
"POS HUJAN KAWUNGANTEN","1995","2","","3","1995/2"
"POS HUJAN KAWUNGANTEN","1995","3","","3","1995/3"
"POS HUJAN KAWUNGANTEN","1995","4","","3","1995/4"
"POS HUJAN KAWUNGANTEN","1995","5","","3","1995/5"
"POS HUJAN KAWUNGANTEN","1995","6","","3","1995/6"
"POS HUJAN KAWUNGANTEN","1995","7","","3","1995/7"
"POS HUJAN KAWUNGANTEN","1995","8","","3","1995/8"
"POS HUJAN KAWUNGANTEN","1995","9","","3","1995/9"
"POS HUJAN KAWUNGANTEN","1995","10","","3","1995/10"
"POS HUJAN KAWUNGANTEN","1995","11","","3","1995/11"
"POS HUJAN KAWUNGANTEN","1995","12","","3","1995/12"
"POS HUJAN KAWUNGANTEN","1996","1","","3","1996/1"
"POS HUJAN KAWUNGANTEN","1996","2","","3","1996/2"
"POS HUJAN KAWUNGANTEN","1996","3","","3","1996/3"
"POS HUJAN KAWUNGANTEN","1996","4","","3","1996/4"
"POS HUJAN KAWUNGANTEN","1996","5","","3","1996/5"
"POS HUJAN KAWUNGANTEN","1996","6","","3","1996/6"
"POS HUJAN KAWUNGANTEN","1996","7","","3","1996/7"
"POS HUJAN KAWUNGANTEN","1996","8","","3","1996/8"
"POS HUJAN KAWUNGANTEN","1996","9","","3","1996/9"
"POS HUJAN KAWUNGANTEN","1996","10","","3","1996/10"
"POS HUJAN KAWUNGANTEN","1996","11","","3","1996/11"
"POS HUJAN KAWUNGANTEN","1996","12","","3","1996/12"
"POS HUJAN KAWUNGANTEN","1997","1","","3","1997/1"
"POS HUJAN KAWUNGANTEN","1997","2","","3","1997/2"
"POS HUJAN KAWUNGANTEN","1997","3","","3","1997/3"
"POS HUJAN KAWUNGANTEN","1997","4","","3","1997/4"
"POS HUJAN KAWUNGANTEN","1997","5","","3","1997/5"
"POS HUJAN KAWUNGANTEN","1997","6","","3","1997/6"
"POS HUJAN KAWUNGANTEN","1997","7","","3","1997/7"
"POS HUJAN KAWUNGANTEN","1997","8","","3","1997/8"
"POS HUJAN KAWUNGANTEN","1997","9","","3","1997/9"
"POS HUJAN KAWUNGANTEN","1997","10","","3","1997/10"
"POS HUJAN KAWUNGANTEN","1997","11","","3","1997/11"
"POS HUJAN KAWUNGANTEN","1997","12","","3","1997/12"
"POS HUJAN KAWUNGANTEN","1998","1","","3","1998/1"
"POS HUJAN KAWUNGANTEN","1998","2","","3","1998/2"
"POS HUJAN KAWUNGANTEN","1998","3","365","2","1998/3"
"POS HUJAN KAWUNGANTEN","1998","4","478","2","1998/4"
"POS HUJAN KAWUNGANTEN","1998","5","79","0","1998/5"
"POS HUJAN KAWUNGANTEN","1998","6","","3","1998/6"
"POS HUJAN KAWUNGANTEN","1998","7","412","2","1998/7"
"POS HUJAN KAWUNGANTEN","1998","8","","3","1998/8"
"POS HUJAN KAWUNGANTEN","1998","9","297","1","1998/9"
"POS HUJAN KAWUNGANTEN","1998","10","421","2","1998/10"
"POS HUJAN KAWUNGANTEN","1998","11","472","2","1998/11"
"POS HUJAN KAWUNGANTEN","1998","12","443","2","1998/12"
"POS HUJAN KAWUNGANTEN","1999","1","","3","1999/1"
"POS HUJAN KAWUNGANTEN","1999","2","","3","1999/2"
"POS HUJAN KAWUNGANTEN","1999","3","","3","1999/3"
"POS HUJAN KAWUNGANTEN","1999","4","","3","1999/4"
"POS HUJAN KAWUNGANTEN","1999","5","","3","1999/5"
"POS HUJAN KAWUNGANTEN","1999","6","","3","1999/6"
"POS HUJAN KAWUNGANTEN","1999","7","","3","1999/7"
"POS HUJAN KAWUNGANTEN","1999","8","","3","1999/8"
"POS HUJAN KAWUNGANTEN","1999","9","","3","1999/9"
"POS HUJAN KAWUNGANTEN","1999","10","","3","1999/10"
"POS HUJAN KAWUNGANTEN","1999","11","","3","1999/11"
"POS HUJAN KAWUNGANTEN","1999","12","","3","1999/12"
"POS HUJAN KAWUNGANTEN","2000","1","309","2","2000/1"
"POS HUJAN KAWUNGANTEN","2000","2","357","2","2000/2"
"POS HUJAN KAWUNGANTEN","2000","3","410","2","2000/3"
"POS HUJAN KAWUNGANTEN","2000","4","412","2","2000/4"
"POS HUJAN KAWUNGANTEN","2000","5","304","2","2000/5"
"POS HUJAN KAWUNGANTEN","2000","6","111","1","2000/6"
"POS HUJAN KAWUNGANTEN","2000","7","53","0","2000/7"
"POS HUJAN KAWUNGANTEN","2000","8","115","1","2000/8"
"POS HUJAN KAWUNGANTEN","2000","9","118","1","2000/9"
"POS HUJAN KAWUNGANTEN","2000","10","639","3","2000/10"
"POS HUJAN KAWUNGANTEN","2000","11","507","3","2000/11"
"POS HUJAN KAWUNGANTEN","2000","12","257","1","2000/12"
"POS HUJAN KEDUNGREJO I","1980","1","","3","1980/1"
"POS HUJAN KEDUNGREJO I","1980","2","369","2","1980/2"
"POS HUJAN KEDUNGREJO I","1980","3","144","1","1980/3"
"POS HUJAN KEDUNGREJO I","1980","4","426","2","1980/4"
"POS HUJAN KEDUNGREJO I","1980","5","98","0","1980/5"
"POS HUJAN KEDUNGREJO I","1980","6","73","0","1980/6"
"POS HUJAN KEDUNGREJO I","1980","7","256","1","1980/7"
"POS HUJAN KEDUNGREJO I","1980","8","263","1","1980/8"
"POS HUJAN KEDUNGREJO I","1980","9","","3","1980/9"
"POS HUJAN KEDUNGREJO I","1980","10","167","1","1980/10"
"POS HUJAN KEDUNGREJO I","1980","11","459","2","1980/11"
"POS HUJAN KEDUNGREJO I","1980","12","237","1","1980/12"
"POS HUJAN KEDUNGREJO I","1981","1","309","2","1981/1"
"POS HUJAN KEDUNGREJO I","1981","2","292","1","1981/2"
"POS HUJAN KEDUNGREJO I","1981","3","286","1","1981/3"
"POS HUJAN KEDUNGREJO I","1981","4","238","1","1981/4"
"POS HUJAN KEDUNGREJO I","1981","5","","3","1981/5"
"POS HUJAN KEDUNGREJO I","1981","6","233","1","1981/6"
"POS HUJAN KEDUNGREJO I","1981","7","339","2","1981/7"
"POS HUJAN KEDUNGREJO I","1981","8","152","1","1981/8"
"POS HUJAN KEDUNGREJO I","1981","9","91","0","1981/9"
"POS HUJAN KEDUNGREJO I","1981","10","118","1","1981/10"
"POS HUJAN KEDUNGREJO I","1981","11","","3","1981/11"
"POS HUJAN KEDUNGREJO I","1981","12","271","1","1981/12"
"POS HUJAN KEDUNGREJO I","1982","1","596","3","1982/1"
"POS HUJAN KEDUNGREJO I","1982","2","287","1","1982/2"
"POS HUJAN KEDUNGREJO I","1982","3","","3","1982/3"
"POS HUJAN KEDUNGREJO I","1982","4","153","1","1982/4"
"POS HUJAN KEDUNGREJO I","1982","5","406","2","1982/5"
"POS HUJAN KEDUNGREJO I","1982","6","16","0","1982/6"
"POS HUJAN KEDUNGREJO I","1982","7","4","0","1982/7"
"POS HUJAN KEDUNGREJO I","1982","8","","3","1982/8"
"POS HUJAN KEDUNGREJO I","1982","9","","3","1982/9"
"POS HUJAN KEDUNGREJO I","1982","10","","3","1982/10"
"POS HUJAN KEDUNGREJO I","1982","11","48","0","1982/11"
"POS HUJAN KEDUNGREJO I","1982","12","320","2","1982/12"
"POS HUJAN KEDUNGREJO I","1983","1","","3","1983/1"
"POS HUJAN KEDUNGREJO I","1983","2","175","1","1983/2"
"POS HUJAN KEDUNGREJO I","1983","3","253","1","1983/3"
"POS HUJAN KEDUNGREJO I","1983","4","151","1","1983/4"
"POS HUJAN KEDUNGREJO I","1983","5","","3","1983/5"
"POS HUJAN KEDUNGREJO I","1983","6","96","0","1983/6"
"POS HUJAN KEDUNGREJO I","1983","7","","3","1983/7"
"POS HUJAN KEDUNGREJO I","1983","8","","3","1983/8"
"POS HUJAN KEDUNGREJO I","1983","9","","3","1983/9"
"POS HUJAN KEDUNGREJO I","1983","10","353","2","1983/10"
"POS HUJAN KEDUNGREJO I","1983","11","240","1","1983/11"
"POS HUJAN KEDUNGREJO I","1983","12","","3","1983/12"
"POS HUJAN KEDUNGREJO I","1984","1","290","1","1984/1"
"POS HUJAN KEDUNGREJO I","1984","2","","3","1984/2"
"POS HUJAN KEDUNGREJO I","1984","3","","3","1984/3"
"POS HUJAN KEDUNGREJO I","1984","4","152","1","1984/4"
"POS HUJAN KEDUNGREJO I","1984","5","","3","1984/5"
"POS HUJAN KEDUNGREJO I","1984","6","","3","1984/6"
"POS HUJAN KEDUNGREJO I","1984","7","","3","1984/7"
"POS HUJAN KEDUNGREJO I","1984","8","","3","1984/8"
"POS HUJAN KEDUNGREJO I","1984","9","525","3","1984/9"
"POS HUJAN KEDUNGREJO I","1984","10","373","2","1984/10"
"POS HUJAN KEDUNGREJO I","1984","11","394","2","1984/11"
"POS HUJAN KEDUNGREJO I","1984","12","","3","1984/12"
"POS HUJAN KEDUNGREJO I","1985","1","","3","1985/1"
"POS HUJAN KEDUNGREJO I","1985","2","","3","1985/2"
"POS HUJAN KEDUNGREJO I","1985","3","","3","1985/3"
"POS HUJAN KEDUNGREJO I","1985","4","","3","1985/4"
"POS HUJAN KEDUNGREJO I","1985","5","","3","1985/5"
"POS HUJAN KEDUNGREJO I","1985","6","122","1","1985/6"
"POS HUJAN KEDUNGREJO I","1985","7","","3","1985/7"
"POS HUJAN KEDUNGREJO I","1985","8","","3","1985/8"
"POS HUJAN KEDUNGREJO I","1985","9","","3","1985/9"
"POS HUJAN KEDUNGREJO I","1985","10","","3","1985/10"
"POS HUJAN KEDUNGREJO I","1985","11","","3","1985/11"
"POS HUJAN KEDUNGREJO I","1985","12","","3","1985/12"
"POS HUJAN KEDUNGREJO I","1986","1","","3","1986/1"
"POS HUJAN KEDUNGREJO I","1986","2","","3","1986/2"
"POS HUJAN KEDUNGREJO I","1986","3","","3","1986/3"
"POS HUJAN KEDUNGREJO I","1986","4","","3","1986/4"
"POS HUJAN KEDUNGREJO I","1986","5","","3","1986/5"
"POS HUJAN KEDUNGREJO I","1986","6","","3","1986/6"
"POS HUJAN KEDUNGREJO I","1986","7","","3","1986/7"
"POS HUJAN KEDUNGREJO I","1986","8","","3","1986/8"
"POS HUJAN KEDUNGREJO I","1986","9","","3","1986/9"
"POS HUJAN KEDUNGREJO I","1986","10","","3","1986/10"
"POS HUJAN KEDUNGREJO I","1986","11","","3","1986/11"
"POS HUJAN KEDUNGREJO I","1986","12","","3","1986/12"
"POS HUJAN KEDUNGREJO I","1987","1","","3","1987/1"
"POS HUJAN KEDUNGREJO I","1987","2","","3","1987/2"
"POS HUJAN KEDUNGREJO I","1987","3","243","1","1987/3"
"POS HUJAN KEDUNGREJO I","1987","4","","3","1987/4"
"POS HUJAN KEDUNGREJO I","1987","5","","3","1987/5"
"POS HUJAN KEDUNGREJO I","1987","6","","3","1987/6"
"POS HUJAN KEDUNGREJO I","1987","7","111","1","1987/7"
"POS HUJAN KEDUNGREJO I","1987","8","","3","1987/8"
"POS HUJAN KEDUNGREJO I","1987","9","","3","1987/9"
"POS HUJAN KEDUNGREJO I","1987","10","","3","1987/10"
"POS HUJAN KEDUNGREJO I","1987","11","","3","1987/11"
"POS HUJAN KEDUNGREJO I","1987","12","","3","1987/12"
"POS HUJAN KEDUNGREJO I","1988","1","526","3","1988/1"
"POS HUJAN KEDUNGREJO I","1988","2","292","1","1988/2"
"POS HUJAN KEDUNGREJO I","1988","3","410","2","1988/3"
"POS HUJAN KEDUNGREJO I","1988","4","","3","1988/4"
"POS HUJAN KEDUNGREJO I","1988","5","543","3","1988/5"
"POS HUJAN KEDUNGREJO I","1988","6","229","1","1988/6"
"POS HUJAN KEDUNGREJO I","1988","7","","3","1988/7"
"POS HUJAN KEDUNGREJO I","1988","8","","3","1988/8"
"POS HUJAN KEDUNGREJO I","1988","9","55","0","1988/9"
"POS HUJAN KEDUNGREJO I","1988","10","","3","1988/10"
"POS HUJAN KEDUNGREJO I","1988","11","","3","1988/11"
"POS HUJAN KEDUNGREJO I","1988","12","","3","1988/12"
"POS HUJAN KEDUNGREJO I","1989","1","","3","1989/1"
"POS HUJAN KEDUNGREJO I","1989","2","","3","1989/2"
"POS HUJAN KEDUNGREJO I","1989","3","","3","1989/3"
"POS HUJAN KEDUNGREJO I","1989","4","","3","1989/4"
"POS HUJAN KEDUNGREJO I","1989","5","","3","1989/5"
"POS HUJAN KEDUNGREJO I","1989","6","","3","1989/6"
"POS HUJAN KEDUNGREJO I","1989","7","","3","1989/7"
"POS HUJAN KEDUNGREJO I","1989","8","","3","1989/8"
"POS HUJAN KEDUNGREJO I","1989","9","","3","1989/9"
"POS HUJAN KEDUNGREJO I","1989","10","","3","1989/10"
"POS HUJAN KEDUNGREJO I","1989","11","","3","1989/11"
"POS HUJAN KEDUNGREJO I","1989","12","","3","1989/12"
"POS HUJAN KEDUNGREJO I","1990","1","255","1","1990/1"
"POS HUJAN KEDUNGREJO I","1990","2","138","1","1990/2"
"POS HUJAN KEDUNGREJO I","1990","3","91","0","1990/3"
"POS HUJAN KEDUNGREJO I","1990","4","386","2","1990/4"
"POS HUJAN KEDUNGREJO I","1990","5","185","1","1990/5"
"POS HUJAN KEDUNGREJO I","1990","6","335","2","1990/6"
"POS HUJAN KEDUNGREJO I","1990","7","130","1","1990/7"
"POS HUJAN KEDUNGREJO I","1990","8","193","1","1990/8"
"POS HUJAN KEDUNGREJO I","1990","9","106","1","1990/9"
"POS HUJAN KEDUNGREJO I","1990","10","221","1","1990/10"
"POS HUJAN KEDUNGREJO I","1990","11","261","1","1990/11"
"POS HUJAN KEDUNGREJO I","1990","12","430","2","1990/12"
"POS HUJAN KEDUNGREJO I","1991","1","","3","1991/1"
"POS HUJAN KEDUNGREJO I","1991","2","","3","1991/2"
"POS HUJAN KEDUNGREJO I","1991","3","","3","1991/3"
"POS HUJAN KEDUNGREJO I","1991","4","","3","1991/4"
"POS HUJAN KEDUNGREJO I","1991","5","","3","1991/5"
"POS HUJAN KEDUNGREJO I","1991","6","","3","1991/6"
"POS HUJAN KEDUNGREJO I","1991","7","","3","1991/7"
"POS HUJAN KEDUNGREJO I","1991","8","","3","1991/8"
"POS HUJAN KEDUNGREJO I","1991","9","","3","1991/9"
"POS HUJAN KEDUNGREJO I","1991","10","","3","1991/10"
"POS HUJAN KEDUNGREJO I","1991","11","","3","1991/11"
"POS HUJAN KEDUNGREJO I","1991","12","","3","1991/12"
"POS HUJAN KEDUNGREJO I","1992","1","379","2","1992/1"
"POS HUJAN KEDUNGREJO I","1992","2","269","1","1992/2"
"POS HUJAN KEDUNGREJO I","1992","3","209","1","1992/3"
"POS HUJAN KEDUNGREJO I","1992","4","282","1","1992/4"
"POS HUJAN KEDUNGREJO I","1992","5","182","1","1992/5"
"POS HUJAN KEDUNGREJO I","1992","6","76","0","1992/6"
"POS HUJAN KEDUNGREJO I","1992","7","23","0","1992/7"
"POS HUJAN KEDUNGREJO I","1992","8","181","1","1992/8"
"POS HUJAN KEDUNGREJO I","1992","9","205","1","1992/9"
"POS HUJAN KEDUNGREJO I","1992","10","805","3","1992/10"
"POS HUJAN KEDUNGREJO I","1992","11","270","1","1992/11"
"POS HUJAN KEDUNGREJO I","1992","12","278","1","1992/12"
"POS HUJAN KEDUNGREJO I","1993","1","350","2","1993/1"
"POS HUJAN KEDUNGREJO I","1993","2","165","1","1993/2"
"POS HUJAN KEDUNGREJO I","1993","3","146","1","1993/3"
"POS HUJAN KEDUNGREJO I","1993","4","391","2","1993/4"
"POS HUJAN KEDUNGREJO I","1993","5","137","1","1993/5"
"POS HUJAN KEDUNGREJO I","1993","6","88","0","1993/6"
"POS HUJAN KEDUNGREJO I","1993","7","","3","1993/7"
"POS HUJAN KEDUNGREJO I","1993","8","146","1","1993/8"
"POS HUJAN KEDUNGREJO I","1993","9","26","0","1993/9"
"POS HUJAN KEDUNGREJO I","1993","10","17","0","1993/10"
"POS HUJAN KEDUNGREJO I","1993","11","465","2","1993/11"
"POS HUJAN KEDUNGREJO I","1993","12","250","1","1993/12"
"POS HUJAN KEDUNGREJO I","1994","1","462","2","1994/1"
"POS HUJAN KEDUNGREJO I","1994","2","249","1","1994/2"
"POS HUJAN KEDUNGREJO I","1994","3","445","2","1994/3"
"POS HUJAN KEDUNGREJO I","1994","4","162","1","1994/4"
"POS HUJAN KEDUNGREJO I","1994","5","68","0","1994/5"
"POS HUJAN KEDUNGREJO I","1994","6","11","0","1994/6"
"POS HUJAN KEDUNGREJO I","1994","7","","3","1994/7"
"POS HUJAN KEDUNGREJO I","1994","8","","3","1994/8"
"POS HUJAN KEDUNGREJO I","1994","9","","3","1994/9"
"POS HUJAN KEDUNGREJO I","1994","10","16","0","1994/10"
"POS HUJAN KEDUNGREJO I","1994","11","194","1","1994/11"
"POS HUJAN KEDUNGREJO I","1994","12","126","1","1994/12"
"POS HUJAN KEDUNGREJO I","1995","1","431","2","1995/1"
"POS HUJAN KEDUNGREJO I","1995","2","644","3","1995/2"
"POS HUJAN KEDUNGREJO I","1995","3","205","1","1995/3"
"POS HUJAN KEDUNGREJO I","1995","4","368","2","1995/4"
"POS HUJAN KEDUNGREJO I","1995","5","321","2","1995/5"
"POS HUJAN KEDUNGREJO I","1995","6","160","1","1995/6"
"POS HUJAN KEDUNGREJO I","1995","7","90","0","1995/7"
"POS HUJAN KEDUNGREJO I","1995","8","","3","1995/8"
"POS HUJAN KEDUNGREJO I","1995","9","","3","1995/9"
"POS HUJAN KEDUNGREJO I","1995","10","188","1","1995/10"
"POS HUJAN KEDUNGREJO I","1995","11","396","2","1995/11"
"POS HUJAN KEDUNGREJO I","1995","12","206","1","1995/12"
"POS HUJAN KEDUNGREJO I","1996","1","267","1","1996/1"
"POS HUJAN KEDUNGREJO I","1996","2","305","2","1996/2"
"POS HUJAN KEDUNGREJO I","1996","3","312","2","1996/3"
"POS HUJAN KEDUNGREJO I","1996","4","123","1","1996/4"
"POS HUJAN KEDUNGREJO I","1996","5","127","1","1996/5"
"POS HUJAN KEDUNGREJO I","1996","6","19","0","1996/6"
"POS HUJAN KEDUNGREJO I","1996","7","80","0","1996/7"
"POS HUJAN KEDUNGREJO I","1996","8","60","0","1996/8"
"POS HUJAN KEDUNGREJO I","1996","9","10","0","1996/9"
"POS HUJAN KEDUNGREJO I","1996","10","382","2","1996/10"
"POS HUJAN KEDUNGREJO I","1996","11","291","1","1996/11"
"POS HUJAN KEDUNGREJO I","1996","12","211","1","1996/12"
"POS HUJAN KEDUNGREJO I","1997","1","233","1","1997/1"
"POS HUJAN KEDUNGREJO I","1997","2","184","1","1997/2"
"POS HUJAN KEDUNGREJO I","1997","3","130","1","1997/3"
"POS HUJAN KEDUNGREJO I","1997","4","239","1","1997/4"
"POS HUJAN KEDUNGREJO I","1997","5","79","0","1997/5"
"POS HUJAN KEDUNGREJO I","1997","6","5","0","1997/6"
"POS HUJAN KEDUNGREJO I","1997","7","1","0","1997/7"
"POS HUJAN KEDUNGREJO I","1997","8","","3","1997/8"
"POS HUJAN KEDUNGREJO I","1997","9","","3","1997/9"
"POS HUJAN KEDUNGREJO I","1997","10","51","0","1997/10"
"POS HUJAN KEDUNGREJO I","1997","11","74","0","1997/11"
"POS HUJAN KEDUNGREJO I","1997","12","137","1","1997/12"
"POS HUJAN KEDUNGREJO I","1998","1","242","1","1998/1"
"POS HUJAN KEDUNGREJO I","1998","2","342","2","1998/2"
"POS HUJAN KEDUNGREJO I","1998","3","401","2","1998/3"
"POS HUJAN KEDUNGREJO I","1998","4","480","2","1998/4"
"POS HUJAN KEDUNGREJO I","1998","5","141","1","1998/5"
"POS HUJAN KEDUNGREJO I","1998","6","118","1","1998/6"
"POS HUJAN KEDUNGREJO I","1998","7","291","1","1998/7"
"POS HUJAN KEDUNGREJO I","1998","8","81","0","1998/8"
"POS HUJAN KEDUNGREJO I","1998","9","110","1","1998/9"
"POS HUJAN KEDUNGREJO I","1998","10","379","2","1998/10"
"POS HUJAN KEDUNGREJO I","1998","11","370","2","1998/11"
"POS HUJAN KEDUNGREJO I","1998","12","338","2","1998/12"
"POS HUJAN KEDUNGREJO I","1999","1","514","3","1999/1"
"POS HUJAN KEDUNGREJO I","1999","2","245","1","1999/2"
"POS HUJAN KEDUNGREJO I","1999","3","341","2","1999/3"
"POS HUJAN KEDUNGREJO I","1999","4","129","1","1999/4"
"POS HUJAN KEDUNGREJO I","1999","5","217","1","1999/5"
"POS HUJAN KEDUNGREJO I","1999","6","79","0","1999/6"
"POS HUJAN KEDUNGREJO I","1999","7","19","0","1999/7"
"POS HUJAN KEDUNGREJO I","1999","8","46","0","1999/8"
"POS HUJAN KEDUNGREJO I","1999","9","7","0","1999/9"
"POS HUJAN KEDUNGREJO I","1999","10","153","1","1999/10"
"POS HUJAN KEDUNGREJO I","1999","11","253","1","1999/11"
"POS HUJAN KEDUNGREJO I","1999","12","566","3","1999/12"
"POS HUJAN KEDUNGREJO I","2000","1","365","2","2000/1"
"POS HUJAN KEDUNGREJO I","2000","2","371","2","2000/2"
"POS HUJAN KEDUNGREJO I","2000","3","385","2","2000/3"
"POS HUJAN KEDUNGREJO I","2000","4","273","1","2000/4"
"POS HUJAN KEDUNGREJO I","2000","5","155","1","2000/5"
"POS HUJAN KEDUNGREJO I","2000","6","38","0","2000/6"
"POS HUJAN KEDUNGREJO I","2000","7","35","0","2000/7"
"POS HUJAN KEDUNGREJO I","2000","8","7","0","2000/8"
